target_id	length	eff_length
TRINITY_DN4157_c0_g1_i1	558	296.625318
TRINITY_DN7536_c0_g1_i1	1155	780.905466
TRINITY_DN3460_c0_g1_i1	1002	643.776671
TRINITY_DN8492_c0_g1_i1	536	463.732552
TRINITY_DN4901_c0_g1_i1	203	0.000000
TRINITY_DN5030_c0_g1_i1	1777	1460.957740
TRINITY_DN3748_c0_g1_i1	519	220.062199
TRINITY_DN8802_c0_g1_i1	218	254.699664
TRINITY_DN2356_c0_g1_i1	1571	1937.559698
TRINITY_DN7414_c0_g1_i1	1482	1156.686218
TRINITY_DN1275_c0_g1_i1	1375	904.475686
TRINITY_DN937_c0_g1_i1	1341	1059.203466
TRINITY_DN937_c0_g2_i1	1140	897.006088
TRINITY_DN235_c0_g1_i1	1769	1336.161076
TRINITY_DN235_c0_g2_i1	2663	2108.286228
TRINITY_DN5550_c0_g1_i1	930	498.124891
TRINITY_DN7849_c0_g1_i1	673	349.766725
TRINITY_DN2645_c0_g1_i1	586	246.926688
TRINITY_DN6089_c0_g1_i1	371	88.001772
TRINITY_DN6213_c0_g1_i1	226	0.000000
TRINITY_DN2564_c0_g1_i1	208	0.000000
TRINITY_DN6025_c0_g1_i1	201	0.000000
TRINITY_DN672_c0_g1_i1	1110	674.938953
TRINITY_DN3180_c0_g1_i1	2706	2286.913661
TRINITY_DN5881_c0_g1_i1	1262	1543.364048
TRINITY_DN3103_c0_g1_i1	487	335.391387
TRINITY_DN6052_c0_g1_i1	476	151.656922
TRINITY_DN5688_c0_g1_i1	523	277.561988
TRINITY_DN5451_c0_g1_i1	2479	1933.168413
TRINITY_DN683_c0_g1_i1	1100	694.940931
TRINITY_DN683_c0_g2_i1	890	574.385416
TRINITY_DN5280_c0_g1_i1	2215	2128.434037
TRINITY_DN4415_c0_g1_i1	316	50.587907
TRINITY_DN3270_c0_g1_i1	1986	1638.523923
TRINITY_DN5010_c0_g1_i1	203	0.000000
TRINITY_DN4053_c0_g1_i1	464	159.594519
TRINITY_DN5394_c0_g1_i1	261	0.000000
TRINITY_DN6082_c0_g1_i1	262	0.000000
TRINITY_DN2122_c0_g1_i1	1132	960.925321
TRINITY_DN2781_c0_g1_i1	471	202.201610
TRINITY_DN3722_c0_g1_i1	2028	2595.491428
TRINITY_DN3097_c0_g1_i1	525	140.813486
TRINITY_DN3396_c0_g1_i1	757	558.275141
TRINITY_DN7780_c0_g1_i1	1141	680.229995
TRINITY_DN1567_c0_g1_i1	700	301.900464
TRINITY_DN1567_c0_g1_i2	688	294.907331
TRINITY_DN1567_c0_g1_i3	799	342.917756
TRINITY_DN1567_c0_g1_i4	811	349.463608
TRINITY_DN8887_c0_g1_i1	258	0.000000
TRINITY_DN5600_c0_g1_i1	1149	789.697807
TRINITY_DN5392_c0_g1_i1	718	431.339558
TRINITY_DN5234_c0_g1_i1	1584	1258.409517
TRINITY_DN4126_c0_g1_i1	527	196.049741
TRINITY_DN561_c0_g1_i1	1312	934.743812
TRINITY_DN561_c0_g2_i1	477	198.846159
TRINITY_DN7932_c0_g1_i1	1820	1654.858795
TRINITY_DN1582_c0_g1_i1	1118	527.023871
TRINITY_DN1582_c0_g2_i1	3868	2596.621371
TRINITY_DN8103_c0_g1_i1	818	468.479359
TRINITY_DN1559_c0_g1_i1	796	626.587779
TRINITY_DN1559_c0_g1_i2	583	422.824068
TRINITY_DN2592_c0_g1_i1	386	0.000000
TRINITY_DN716_c0_g1_i1	389	116.955811
TRINITY_DN3_c0_g1_i1	4576	3834.969790
TRINITY_DN3_c0_g2_i1	3713	3094.098468
TRINITY_DN4025_c0_g1_i1	1016	667.224548
TRINITY_DN4276_c0_g1_i1	217	219.412270
TRINITY_DN4542_c0_g1_i1	542	260.122559
TRINITY_DN4465_c0_g1_i1	517	223.437820
TRINITY_DN4908_c0_g1_i1	206	0.000000
TRINITY_DN1114_c0_g1_i1	1959	2161.318853
TRINITY_DN1114_c0_g2_i1	3166	3481.579899
TRINITY_DN275_c0_g1_i1	1296	873.398464
TRINITY_DN275_c0_g2_i1	1297	870.973936
TRINITY_DN4551_c0_g1_i1	285	0.000000
TRINITY_DN5869_c0_g1_i1	1139	1223.139235
TRINITY_DN8372_c0_g1_i1	990	724.296136
TRINITY_DN2349_c0_g1_i1	748	516.148137
TRINITY_DN1656_c0_g1_i2	348	148.361429
TRINITY_DN1656_c0_g1_i4	254	495.723261
TRINITY_DN1656_c0_g1_i1	3534	4485.317566
TRINITY_DN1656_c0_g1_i3	3702	4767.223934
TRINITY_DN1656_c0_g3_i1	435	286.207796
TRINITY_DN1656_c0_g2_i1	430	319.186725
TRINITY_DN2429_c0_g1_i1	887	474.091026
TRINITY_DN7907_c0_g1_i1	537	254.445864
TRINITY_DN3511_c0_g1_i1	2022	1522.905549
TRINITY_DN7746_c0_g1_i1	277	0.000000
TRINITY_DN4616_c0_g1_i1	294	49.763157
TRINITY_DN5475_c0_g1_i1	1144	777.064915
TRINITY_DN4770_c0_g1_i1	229	0.000000
TRINITY_DN6845_c0_g1_i1	225	0.000000
TRINITY_DN836_c0_g1_i1	1002	780.318179
TRINITY_DN1310_c0_g1_i1	2189	1749.853935
TRINITY_DN4177_c0_g1_i1	223	191.479311
TRINITY_DN3191_c0_g1_i1	993	507.935224
TRINITY_DN7819_c0_g1_i1	1129	761.154946
TRINITY_DN6458_c0_g1_i1	257	0.000000
TRINITY_DN8628_c0_g1_i1	281	0.000000
TRINITY_DN1925_c0_g1_i1	2343	2040.567771
TRINITY_DN3863_c0_g1_i1	1273	967.965758
TRINITY_DN2688_c0_g1_i1	1025	680.040935
TRINITY_DN3413_c0_g1_i1	1968	1622.528172
TRINITY_DN7074_c0_g1_i1	2600	2599.105472
TRINITY_DN2112_c0_g1_i1	1530	1266.037736
TRINITY_DN7450_c0_g1_i1	1958	2038.369837
TRINITY_DN5167_c0_g1_i1	2456	1895.506934
TRINITY_DN1083_c0_g1_i2	212	0.000000
TRINITY_DN5_c0_g1_i1	1745	1255.152466
TRINITY_DN6492_c0_g1_i1	273	0.000000
TRINITY_DN134_c0_g1_i1	451	164.545042
TRINITY_DN134_c0_g2_i1	450	165.325635
TRINITY_DN2759_c0_g1_i1	257	0.000000
TRINITY_DN6118_c0_g1_i1	462	139.936303
TRINITY_DN8613_c0_g1_i1	582	301.991925
TRINITY_DN7673_c0_g1_i1	362	0.000000
TRINITY_DN5900_c0_g1_i1	662	365.641049
TRINITY_DN5139_c0_g1_i1	582	327.182167
TRINITY_DN5912_c0_g1_i1	1727	1008.970871
TRINITY_DN5062_c0_g1_i1	1034	753.280114
TRINITY_DN3113_c0_g1_i1	458	164.014489
TRINITY_DN8907_c0_g1_i1	218	0.000000
TRINITY_DN5305_c0_g1_i1	1708	1230.616083
TRINITY_DN5826_c0_g1_i1	973	573.688352
TRINITY_DN7614_c0_g1_i1	2321	2047.725971
TRINITY_DN2536_c0_g1_i1	631	330.245288
TRINITY_DN3687_c0_g1_i1	279	0.000000
TRINITY_DN1640_c0_g1_i2	1058	788.648209
TRINITY_DN1640_c0_g1_i4	971	704.622086
TRINITY_DN1640_c0_g1_i1	380	110.827115
TRINITY_DN1640_c0_g1_i3	467	195.820553
TRINITY_DN4051_c0_g1_i1	292	40.051870
TRINITY_DN47_c0_g1_i1	250	164.799062
TRINITY_DN47_c0_g2_i1	1800	1420.519188
TRINITY_DN1194_c0_g1_i1	1602	1407.663309
TRINITY_DN1194_c0_g2_i1	1603	1403.374288
TRINITY_DN1194_c0_g3_i1	423	190.512109
TRINITY_DN3580_c0_g1_i1	2260	1649.297912
TRINITY_DN8283_c0_g1_i1	988	640.557811
TRINITY_DN1672_c0_g1_i1	1433	945.361451
TRINITY_DN4445_c0_g1_i1	403	291.402428
TRINITY_DN5762_c0_g1_i1	871	797.689866
TRINITY_DN5589_c0_g1_i1	206	0.000000
TRINITY_DN7920_c0_g1_i1	995	706.594628
TRINITY_DN1021_c0_g1_i1	1204	872.661951
TRINITY_DN8614_c0_g1_i1	296	34.972606
TRINITY_DN5793_c0_g1_i1	4493	3785.906184
TRINITY_DN7948_c0_g1_i1	1785	1365.633339
TRINITY_DN8661_c0_g1_i1	217	0.000000
TRINITY_DN6783_c0_g1_i1	271	16.461251
TRINITY_DN5360_c0_g1_i1	1274	860.253049
TRINITY_DN5189_c0_g1_i1	374	105.012201
TRINITY_DN2263_c0_g1_i1	1396	1268.554586
TRINITY_DN514_c0_g1_i1	3119	2883.004592
TRINITY_DN3641_c0_g1_i1	1056	864.628448
TRINITY_DN6969_c0_g1_i1	1765	1559.338974
TRINITY_DN6860_c0_g1_i1	313	71.859025
TRINITY_DN5811_c0_g1_i1	1251	896.642538
TRINITY_DN3144_c0_g1_i1	451	187.942235
TRINITY_DN2168_c0_g1_i1	348	125.501881
TRINITY_DN4734_c0_g1_i1	918	532.241277
TRINITY_DN4336_c0_g1_i1	297	39.838837
TRINITY_DN1400_c0_g3_i1	345	0.000000
TRINITY_DN3801_c0_g1_i1	2522	2088.937895
TRINITY_DN383_c0_g1_i1	2544	2063.584813
TRINITY_DN383_c0_g2_i1	1277	940.933998
TRINITY_DN5878_c0_g1_i1	382	112.520066
TRINITY_DN3231_c0_g1_i1	547	227.012442
TRINITY_DN5873_c0_g1_i1	1581	1375.160343
TRINITY_DN3972_c0_g1_i1	1185	835.292936
TRINITY_DN5941_c0_g1_i1	754	394.474911
TRINITY_DN2019_c0_g1_i1	279	0.000000
TRINITY_DN329_c0_g1_i1	3129	2568.960146
TRINITY_DN329_c0_g2_i1	3130	2568.358416
TRINITY_DN1597_c0_g1_i1	1329	973.821069
TRINITY_DN1597_c0_g1_i2	1567	1244.894010
TRINITY_DN8189_c0_g1_i1	266	0.000000
TRINITY_DN5063_c0_g1_i1	1417	1343.143304
TRINITY_DN5746_c0_g1_i1	942	494.262963
TRINITY_DN7222_c0_g1_i1	1053	877.900331
TRINITY_DN8619_c0_g1_i1	451	142.462706
TRINITY_DN1386_c0_g1_i1	1710	1367.787391
TRINITY_DN1386_c0_g2_i1	2137	1761.720271
TRINITY_DN1386_c0_g3_i1	2137	1745.111425
TRINITY_DN1297_c0_g1_i1	250	0.000000
TRINITY_DN1701_c0_g1_i1	1944	1396.686664
TRINITY_DN1701_c0_g2_i1	453	164.825384
TRINITY_DN7253_c0_g1_i1	413	120.285909
TRINITY_DN556_c0_g1_i1	1860	1482.872385
TRINITY_DN556_c0_g2_i1	1581	1228.619274
TRINITY_DN3382_c0_g1_i1	600	357.193440
TRINITY_DN306_c0_g1_i1	529	236.320385
TRINITY_DN306_c0_g2_i1	1338	807.552818
TRINITY_DN5986_c0_g1_i1	316	56.767532
TRINITY_DN6626_c0_g1_i1	281	37.537715
TRINITY_DN7599_c0_g1_i1	1386	1207.695951
TRINITY_DN6979_c0_g1_i1	1093	694.208786
TRINITY_DN2672_c0_g1_i1	350	98.793878
TRINITY_DN7458_c0_g1_i1	262	303.542727
TRINITY_DN6797_c0_g1_i1	233	0.000000
TRINITY_DN203_c0_g1_i1	806	441.454484
TRINITY_DN203_c0_g2_i1	725	372.659670
TRINITY_DN7027_c0_g1_i1	1527	1336.749047
TRINITY_DN141_c0_g1_i1	2355	2056.802929
TRINITY_DN141_c0_g2_i1	2356	2053.779754
TRINITY_DN6737_c0_g1_i1	250	0.000000
TRINITY_DN474_c0_g1_i1	2635	2124.268244
TRINITY_DN474_c0_g2_i1	954	517.232913
TRINITY_DN8923_c0_g1_i1	331	71.825541
TRINITY_DN6584_c0_g1_i1	365	133.826639
TRINITY_DN4458_c0_g1_i1	494	202.142844
TRINITY_DN1864_c0_g1_i1	1271	850.588693
TRINITY_DN2369_c0_g1_i1	926	650.338835
TRINITY_DN7272_c0_g1_i1	1174	1310.387868
TRINITY_DN3018_c0_g1_i1	248	384.707098
TRINITY_DN1406_c0_g1_i1	4181	3716.094598
TRINITY_DN7667_c0_g1_i1	891	712.961196
TRINITY_DN3837_c0_g1_i1	1644	1495.415931
TRINITY_DN5417_c0_g1_i1	2642	2411.368266
TRINITY_DN435_c0_g1_i1	413	165.255397
TRINITY_DN435_c0_g2_i1	2540	2430.470113
TRINITY_DN3567_c0_g1_i1	1305	870.065910
TRINITY_DN3406_c0_g1_i1	1841	1718.448692
TRINITY_DN3215_c0_g1_i1	664	415.519313
TRINITY_DN5492_c0_g1_i1	1020	690.601156
TRINITY_DN2007_c0_g1_i1	1038	851.544300
TRINITY_DN2163_c0_g1_i1	1308	932.812262
TRINITY_DN3275_c0_g1_i1	2233	2003.731807
TRINITY_DN132_c0_g1_i1	2458	2173.086566
TRINITY_DN132_c0_g2_i1	2632	2316.295757
TRINITY_DN1212_c0_g1_i1	2039	1739.656586
TRINITY_DN1212_c0_g1_i2	2249	1863.390393
TRINITY_DN7832_c0_g1_i1	305	41.731140
TRINITY_DN6360_c0_g1_i1	502	185.814984
TRINITY_DN7742_c0_g1_i1	1671	1365.959191
TRINITY_DN2975_c0_g1_i1	339	96.701706
TRINITY_DN1215_c0_g1_i1	2337	1927.897441
TRINITY_DN3831_c0_g1_i1	1917	1394.895645
TRINITY_DN4659_c0_g1_i1	218	0.000000
TRINITY_DN2217_c0_g1_i1	217	0.000000
TRINITY_DN3171_c0_g1_i1	317	0.000000
TRINITY_DN2525_c0_g1_i1	794	410.723313
TRINITY_DN4087_c0_g1_i1	389	117.318830
TRINITY_DN5828_c0_g1_i1	2229	1879.522817
TRINITY_DN121_c0_g1_i1	1016	650.382048
TRINITY_DN5748_c0_g1_i1	497	236.403090
TRINITY_DN926_c0_g1_i1	1186	698.735740
TRINITY_DN926_c0_g2_i1	1148	672.573045
TRINITY_DN6403_c0_g1_i1	620	414.322720
TRINITY_DN3454_c0_g1_i1	1917	1496.917723
TRINITY_DN4289_c0_g1_i1	379	106.391416
TRINITY_DN8098_c0_g1_i1	843	508.113668
TRINITY_DN5537_c0_g1_i1	286	0.000000
TRINITY_DN4994_c0_g1_i1	222	0.000000
TRINITY_DN2838_c0_g1_i1	581	0.000000
TRINITY_DN8450_c0_g1_i1	232	0.000000
TRINITY_DN617_c0_g1_i1	1726	1873.856833
TRINITY_DN617_c0_g2_i1	482	274.360039
TRINITY_DN2582_c0_g1_i1	535	275.888441
TRINITY_DN2471_c0_g1_i1	267	0.000000
TRINITY_DN2842_c0_g1_i1	437	125.869766
TRINITY_DN6561_c0_g1_i1	411	107.268492
TRINITY_DN6357_c0_g1_i1	442	203.001468
TRINITY_DN7465_c0_g1_i1	2130	1601.332570
TRINITY_DN6617_c0_g1_i1	225	0.000000
TRINITY_DN6484_c0_g1_i1	234	0.000000
TRINITY_DN3090_c0_g1_i1	925	570.987775
TRINITY_DN3872_c0_g1_i1	1531	1093.572760
TRINITY_DN5005_c0_g1_i1	217	0.000000
TRINITY_DN8126_c0_g1_i1	1058	816.695029
TRINITY_DN1609_c0_g1_i1	2048	1850.449281
TRINITY_DN1609_c0_g2_i1	830	563.444515
TRINITY_DN6278_c0_g1_i1	330	0.000000
TRINITY_DN5552_c0_g1_i1	1200	869.635984
TRINITY_DN6601_c0_g1_i1	301	47.036727
TRINITY_DN4741_c0_g1_i1	709	476.047461
TRINITY_DN2840_c0_g1_i1	296	45.207209
TRINITY_DN5651_c0_g1_i1	1038	807.566184
TRINITY_DN1818_c0_g1_i1	1820	1239.945988
TRINITY_DN8629_c0_g1_i1	258	0.000000
TRINITY_DN8581_c0_g1_i1	414	148.813067
TRINITY_DN272_c0_g1_i1	3009	2732.367229
TRINITY_DN5214_c0_g1_i1	2290	1930.408149
TRINITY_DN1374_c0_g1_i1	401	105.702243
TRINITY_DN1374_c0_g2_i1	1172	1093.536186
TRINITY_DN1777_c0_g1_i1	1827	1325.122838
TRINITY_DN4919_c0_g1_i1	357	106.390775
TRINITY_DN6633_c0_g1_i1	371	0.000000
TRINITY_DN8467_c0_g1_i1	335	99.362726
TRINITY_DN658_c0_g1_i1	1404	1394.365823
TRINITY_DN680_c0_g1_i1	821	516.181223
TRINITY_DN680_c0_g2_i1	666	374.993587
TRINITY_DN7078_c0_g1_i1	1702	1360.166071
TRINITY_DN720_c0_g1_i1	699	387.722115
TRINITY_DN720_c0_g2_i1	1186	864.722992
TRINITY_DN3339_c0_g1_i1	2055	1922.326686
TRINITY_DN3608_c0_g1_i1	672	422.041366
TRINITY_DN7083_c0_g1_i1	1285	1001.917766
TRINITY_DN3523_c0_g1_i1	1037	680.806001
TRINITY_DN558_c0_g1_i1	587	327.795909
TRINITY_DN1788_c0_g1_i1	307	93.310754
TRINITY_DN8875_c0_g1_i1	220	0.000000
TRINITY_DN220_c0_g1_i1	3094	3323.259807
TRINITY_DN220_c0_g2_i1	3611	3607.242467
TRINITY_DN3068_c0_g1_i1	250	0.000000
TRINITY_DN3013_c0_g1_i1	211	0.000000
TRINITY_DN6743_c0_g1_i1	354	97.343741
TRINITY_DN6476_c0_g1_i1	219	0.000000
TRINITY_DN6374_c0_g1_i1	320	72.396706
TRINITY_DN7662_c0_g1_i1	571	435.119201
TRINITY_DN2321_c0_g1_i1	703	0.000000
TRINITY_DN7513_c0_g1_i1	1665	1113.122398
TRINITY_DN5303_c0_g1_i1	465	182.017167
TRINITY_DN4904_c0_g1_i1	262	0.000000
TRINITY_DN3894_c0_g1_i1	400	100.121872
TRINITY_DN3910_c0_g1_i1	545	261.534698
TRINITY_DN6428_c0_g1_i1	403	140.258610
TRINITY_DN2544_c0_g1_i1	277	48.415030
TRINITY_DN8046_c0_g1_i1	1950	1221.199153
TRINITY_DN6464_c0_g1_i1	503	232.644812
TRINITY_DN6446_c0_g1_i1	395	132.227769
TRINITY_DN4618_c0_g1_i1	286	0.000000
TRINITY_DN6481_c0_g1_i1	274	0.000000
TRINITY_DN3446_c0_g1_i1	1532	1369.244989
TRINITY_DN3841_c0_g1_i1	551	302.330228
TRINITY_DN5917_c0_g1_i1	1492	1277.541758
TRINITY_DN1025_c0_g1_i1	1748	1342.415851
TRINITY_DN7697_c0_g1_i1	1694	1247.661656
TRINITY_DN5051_c0_g1_i1	809	504.111716
TRINITY_DN2199_c0_g1_i1	714	353.076117
TRINITY_DN4203_c0_g1_i1	270	0.000000
TRINITY_DN2267_c0_g1_i1	594	325.041597
TRINITY_DN4048_c0_g1_i1	1061	628.635327
TRINITY_DN801_c0_g1_i1	903	518.766609
TRINITY_DN801_c0_g2_i1	883	504.105678
TRINITY_DN2675_c0_g1_i1	603	298.555470
TRINITY_DN4831_c0_g1_i1	358	67.785919
TRINITY_DN6574_c0_g1_i1	222	0.000000
TRINITY_DN4133_c0_g1_i1	2561	2074.704058
TRINITY_DN2949_c0_g1_i1	332	0.000000
TRINITY_DN7474_c0_g1_i1	1313	1118.559161
TRINITY_DN3796_c0_g1_i1	1073	661.843212
TRINITY_DN791_c0_g1_i1	1935	1838.610370
TRINITY_DN791_c0_g2_i1	1922	1802.530424
TRINITY_DN2039_c0_g1_i1	1301	1207.040809
TRINITY_DN4070_c0_g1_i1	210	0.000000
TRINITY_DN1895_c0_g1_i1	356	78.319839
TRINITY_DN2227_c0_g1_i1	606	284.476227
TRINITY_DN8827_c0_g1_i1	298	32.362981
TRINITY_DN6110_c0_g1_i1	236	0.000000
TRINITY_DN1934_c0_g1_i1	1185	768.708596
TRINITY_DN2718_c0_g1_i1	358	65.373886
TRINITY_DN760_c0_g1_i1	1595	1460.597588
TRINITY_DN6856_c0_g1_i1	225	0.000000
TRINITY_DN5896_c0_g1_i1	617	275.890046
TRINITY_DN7447_c0_g1_i1	1523	1305.314869
TRINITY_DN2822_c0_g1_i1	317	89.110461
TRINITY_DN3827_c0_g1_i1	2475	1877.794416
TRINITY_DN415_c0_g1_i1	689	341.495338
TRINITY_DN8052_c0_g1_i1	211	0.000000
TRINITY_DN2647_c0_g1_i1	1194	1120.933217
TRINITY_DN8557_c0_g1_i1	770	410.526754
TRINITY_DN1688_c0_g1_i1	540	175.579649
TRINITY_DN10_c0_g1_i1	2943	2414.101973
TRINITY_DN10_c0_g2_i1	649	331.073873
TRINITY_DN3370_c0_g1_i1	518	400.710209
TRINITY_DN6748_c0_g1_i1	309	48.434236
TRINITY_DN3410_c0_g1_i1	3170	2401.889816
TRINITY_DN2017_c0_g1_i1	430	117.458533
TRINITY_DN4027_c0_g1_i1	602	328.358339
TRINITY_DN3518_c0_g1_i1	1434	1170.681717
TRINITY_DN6964_c0_g1_i1	651	307.522531
TRINITY_DN2437_c0_g1_i1	229	0.000000
TRINITY_DN5931_c0_g1_i1	1208	886.323479
TRINITY_DN1655_c0_g1_i1	1528	1759.554914
TRINITY_DN1655_c0_g1_i2	1567	1804.030196
TRINITY_DN1655_c0_g1_i3	1519	1728.832029
TRINITY_DN1655_c0_g1_i4	1558	1773.127778
TRINITY_DN8543_c0_g1_i1	302	77.358288
TRINITY_DN357_c0_g1_i1	1465	1433.421136
TRINITY_DN6168_c0_g1_i1	902	502.754621
TRINITY_DN7796_c0_g1_i1	1271	901.164834
TRINITY_DN698_c0_g1_i1	2411	2021.898883
TRINITY_DN8569_c0_g1_i1	462	147.687526
TRINITY_DN3309_c0_g1_i1	669	341.780910
TRINITY_DN4462_c0_g1_i1	761	528.644096
TRINITY_DN7079_c0_g1_i1	352	103.639174
TRINITY_DN2836_c0_g1_i1	387	195.947170
TRINITY_DN8819_c0_g1_i1	340	55.764263
TRINITY_DN4645_c0_g1_i1	546	323.422117
TRINITY_DN1188_c0_g1_i1	2840	2276.936846
TRINITY_DN5615_c0_g1_i1	1669	1363.437226
TRINITY_DN1739_c0_g1_i1	2103	1960.565455
TRINITY_DN6670_c0_g1_i1	527	281.998801
TRINITY_DN613_c0_g1_i1	1618	1387.442744
TRINITY_DN613_c0_g2_i1	1678	1453.345619
TRINITY_DN6325_c0_g1_i1	243	0.000000
TRINITY_DN124_c0_g1_i1	1302	840.367820
TRINITY_DN124_c0_g2_i1	1301	839.304186
TRINITY_DN4747_c0_g1_i1	229	0.000000
TRINITY_DN4305_c0_g1_i1	677	437.667490
TRINITY_DN1680_c0_g1_i1	895	519.354897
TRINITY_DN238_c0_g2_i1	294	44.613724
TRINITY_DN4243_c0_g1_i1	1167	613.775668
TRINITY_DN598_c0_g1_i1	2025	2184.359164
TRINITY_DN819_c0_g1_i1	1189	884.414720
TRINITY_DN819_c0_g2_i1	422	171.185636
TRINITY_DN3308_c0_g1_i1	988	634.995793
TRINITY_DN4156_c0_g1_i1	216	0.000000
TRINITY_DN507_c0_g1_i1	815	635.811727
TRINITY_DN507_c0_g2_i1	2012	2187.410793
TRINITY_DN771_c0_g1_i1	2753	2363.298219
TRINITY_DN771_c0_g2_i1	1961	1584.825654
TRINITY_DN2197_c0_g1_i1	3156	2456.645926
TRINITY_DN5918_c0_g1_i1	1227	742.461274
TRINITY_DN8846_c0_g1_i1	260	182.890533
TRINITY_DN6244_c0_g1_i1	845	484.117625
TRINITY_DN4230_c0_g1_i1	1293	1061.158513
TRINITY_DN182_c0_g1_i1	2583	2445.225832
TRINITY_DN182_c0_g2_i1	1985	1811.060192
TRINITY_DN4649_c0_g1_i1	290	35.757209
TRINITY_DN541_c0_g2_i1	839	532.085655
TRINITY_DN5577_c0_g1_i1	494	240.146618
TRINITY_DN1115_c0_g1_i1	756	425.537549
TRINITY_DN1115_c0_g2_i1	1949	1297.934940
TRINITY_DN4552_c0_g1_i1	765	434.354227
TRINITY_DN398_c0_g1_i1	2758	2552.422731
TRINITY_DN398_c0_g2_i1	1634	1569.463539
TRINITY_DN7256_c0_g1_i1	345	0.000000
TRINITY_DN1547_c0_g1_i1	2174	1685.001521
TRINITY_DN1547_c0_g1_i2	2119	1634.256070
TRINITY_DN1238_c0_g1_i1	1822	1222.399373
TRINITY_DN1238_c0_g2_i1	1823	1222.181470
TRINITY_DN6112_c0_g1_i1	553	304.705288
TRINITY_DN6433_c0_g1_i1	258	267.689620
TRINITY_DN3016_c0_g1_i1	291	33.323170
TRINITY_DN6078_c0_g1_i1	1540	1083.466435
TRINITY_DN3049_c0_g1_i1	233	228.468625
TRINITY_DN6084_c0_g1_i1	936	567.231451
TRINITY_DN2073_c0_g1_i1	249	0.000000
TRINITY_DN7875_c0_g1_i1	208	0.000000
TRINITY_DN1522_c0_g1_i1	1991	1461.525240
TRINITY_DN5804_c0_g1_i1	1569	1189.690187
TRINITY_DN6496_c0_g1_i1	237	0.000000
TRINITY_DN7695_c0_g1_i1	270	0.000000
TRINITY_DN6371_c0_g1_i1	279	40.156338
TRINITY_DN8385_c0_g1_i1	277	31.195151
TRINITY_DN4285_c0_g1_i1	251	119.338332
TRINITY_DN2832_c0_g1_i1	355	96.996085
TRINITY_DN7062_c0_g1_i1	267	27.110379
TRINITY_DN6946_c0_g1_i1	299	0.000000
TRINITY_DN6930_c0_g1_i1	945	730.589501
TRINITY_DN2075_c0_g1_i1	2870	1949.403908
TRINITY_DN5067_c0_g1_i1	950	494.751463
TRINITY_DN3655_c0_g1_i1	2552	1913.183254
TRINITY_DN893_c0_g1_i1	1729	1142.531391
TRINITY_DN893_c0_g2_i1	342	50.124834
TRINITY_DN2340_c0_g1_i1	604	342.193530
TRINITY_DN3187_c0_g1_i1	1219	851.518797
TRINITY_DN697_c0_g1_i1	1082	806.322049
TRINITY_DN697_c0_g2_i1	1083	806.441276
TRINITY_DN7692_c0_g1_i1	1151	905.427311
TRINITY_DN6872_c0_g1_i1	216	228.740985
TRINITY_DN6006_c0_g1_i1	641	326.665826
TRINITY_DN2792_c0_g1_i1	991	782.362995
TRINITY_DN5121_c0_g1_i1	2316	1780.007664
TRINITY_DN3645_c0_g1_i1	1783	1332.217721
TRINITY_DN1121_c0_g1_i1	1282	968.374683
TRINITY_DN1121_c0_g2_i1	1283	965.582295
TRINITY_DN4327_c0_g1_i1	225	0.000000
TRINITY_DN6706_c0_g1_i1	322	0.000000
TRINITY_DN8797_c0_g1_i1	258	0.000000
TRINITY_DN2519_c0_g1_i1	397	162.084668
TRINITY_DN378_c0_g2_i1	238	0.000000
TRINITY_DN2887_c0_g1_i1	462	161.820876
TRINITY_DN7661_c0_g1_i1	1092	699.811872
TRINITY_DN3163_c0_g1_i1	1629	1137.961457
TRINITY_DN5403_c0_g1_i1	305	45.518468
TRINITY_DN8778_c0_g1_i1	319	64.313368
TRINITY_DN6210_c0_g1_i1	385	135.064087
TRINITY_DN6109_c0_g1_i1	363	71.322296
TRINITY_DN1723_c0_g1_i1	3058	2322.369605
TRINITY_DN4591_c0_g1_i1	223	0.000000
TRINITY_DN5713_c0_g1_i1	1464	992.682925
TRINITY_DN3188_c0_g1_i1	1867	1280.841456
TRINITY_DN7825_c0_g1_i1	924	688.507886
TRINITY_DN6591_c0_g1_i1	267	16.757194
TRINITY_DN2426_c0_g1_i1	1187	1003.050664
TRINITY_DN5471_c0_g1_i1	1028	892.997273
TRINITY_DN8611_c0_g1_i1	277	0.000000
TRINITY_DN3027_c0_g1_i1	264	0.000000
TRINITY_DN3056_c0_g1_i1	216	0.000000
TRINITY_DN2857_c0_g1_i1	250	0.000000
TRINITY_DN5769_c0_g1_i1	794	417.067521
TRINITY_DN8249_c0_g1_i1	335	0.000000
TRINITY_DN7057_c0_g1_i1	653	409.030119
TRINITY_DN8300_c0_g1_i1	304	44.224110
TRINITY_DN8112_c0_g1_i1	525	219.387138
TRINITY_DN5407_c0_g1_i1	843	551.557398
TRINITY_DN4146_c0_g1_i1	1316	941.901052
TRINITY_DN4362_c0_g1_i1	229	0.000000
TRINITY_DN8109_c0_g1_i1	329	112.381320
TRINITY_DN200_c0_g1_i1	2268	1767.321582
TRINITY_DN200_c0_g2_i1	2267	1767.614316
TRINITY_DN6621_c0_g1_i1	376	114.546989
TRINITY_DN5946_c0_g1_i1	1243	764.212586
TRINITY_DN7823_c0_g1_i1	853	473.768498
